time, #execs, #seeds, #items, #covered, #singletons, #sglt_clusts, #coveredR, #singletonsR, #sglt_clustsR, ML_sglt, ML_sglt_clusts, remainW, lesti_mean, lesti_min, lesti_min_id, lesti_max, lesti_max_id, #foundnew, done
2, 1, 2, 1, 852, 852, 1, 852, 852, 1, 721.000000, 0.923077, 0.153846, 1.000000, 1.000000, 0, 1.000000, 1, 1, true
686, 2, 55, 1, 864, 264, 2, 612, 612, 1, 1.538796, 1.002049, 0.997951, 1.000000, 1.000000, 0, 1.000000, 1, 2, true
975, 3, 68, 2, 872, 26, 3, 854, 854, 1, 58.675049, 1.544195, 0.970537, 1.000000, 1.000000, 0, 1.000000, 1, 3, true
1152, 4, 78, 2, 873, 14, 3, 860, 860, 1, 6.394062, 2.028666, 0.985667, 1.000000, 1.000000, 0, 1.000000, 1, 4, true
1408, 5, 83, 2, 886, 24, 4, 701, 701, 1, 7.821704, 2.534334, 0.986267, 1.000000, 1.000000, 0, 1.000000, 1, 5, true
1519, 6, 86, 2, 887, 18, 5, 612, 612, 1, 9.261698, 3.040454, 0.986515, 1.000000, 1.000000, 0, 1.000000, 1, 6, true
1725, 7, 94, 3, 889, 20, 6, 851, 851, 1, 40.151959, 3.560714, 0.982653, 1.000000, 1.000000, 0, 1.000000, 1, 7, true
1956, 9, 98, 3, 894, 23, 7, 624, 624, 1, 49.994130, 4.575481, 0.983226, 1.000000, 1.000000, 0, 1.000000, 1, 9, true
2185, 10, 101, 3, 896, 25, 8, 854, 854, 1, 53.448207, 5.080407, 0.983919, 1.000000, 1.000000, 0, 1.000000, 1, 10, true
2401, 11, 109, 4, 903, 20, 9, 704, 704, 1, 101.545953, 5.616133, 0.978885, 1.000000, 1.000000, 0, 1.000000, 1, 11, true
2662, 12, 113, 5, 913, 22, 9, 823, 823, 1, 117.750129, 6.113104, 0.981149, 1.000000, 1.000000, 0, 1.000000, 1, 12, true
2931, 13, 114, 5, 915, 20, 10, 823, 823, 1, 127.598177, 6.622593, 0.981140, 1.000000, 1.000000, 0, 1.000000, 1, 13, true
3154, 14, 117, 5, 917, 22, 11, 700, 700, 1, 94.390496, 7.130772, 0.981318, 1.000000, 1.000000, 0, 1.000000, 1, 14, true
3569, 16, 123, 6, 927, 30, 12, 705, 705, 1, 140.304531, 8.169268, 0.978841, 1.000000, 1.000000, 0, 1.000000, 1, 16, true
4006, 19, 137, 8, 948, 40, 13, 713, 713, 1, 235.821443, 9.747365, 0.973962, 1.000000, 1.000000, 0, 1.000000, 1, 19, true
4266, 22, 146, 9, 971, 60, 15, 830, 830, 1, 252.681563, 11.304978, 0.972275, 1.000000, 1.000000, 0, 1.000000, 1, 22, true
4565, 23, 153, 10, 972, 61, 16, 576, 576, 1, 291.506678, 11.838477, 0.970567, 1.000000, 1.000000, 0, 1.000000, 1, 20, true
4813, 26, 160, 12, 988, 59, 19, 506, 506, 1, 406.411277, 13.449800, 0.965400, 1.000000, 1.000000, 0, 1.000000, 1, 23, true
5082, 28, 162, 13, 995, 56, 21, 510, 510, 1, 447.393171, 14.547416, 0.960899, 1.000000, 1.000000, 0, 1.000000, 1, 25, true
5510, 31, 169, 13, 998, 57, 22, 581, 581, 1, 483.591140, 16.089238, 0.961985, 1.000000, 1.000000, 0, 1.000000, 1, 28, true
5805, 36, 173, 16, 1005, 58, 24, 764, 233, 3, 665.871704, 18.843851, 0.953119, 1.000000, 1.000000, 0, 1.000000, 1, 33, true
6162, 39, 176, 17, 1009, 61, 26, 605, 42, 2, 722.529797, 20.468141, 0.950352, 1.000000, 1.000000, 0, 1.000000, 1, 35, true
6540, 42, 180, 17, 1013, 62, 27, 583, 583, 1, 768.015713, 22.014241, 0.951011, 0.992647, 0.875000, 2, 1.000000, 1, 37, true
6980, 44, 182, 18, 1016, 63, 28, 702, 702, 1, 806.202572, 23.125407, 0.948152, 0.993056, 0.875000, 2, 1.000000, 1, 39, true
8042, 46, 334, 19, 1992, 1024, 28, 696, 696, 1, 13105.780106, 33.741046, 0.532618, 0.993421, 0.875000, 2, 1.000000, 1, 39, true
8979, 47, 389, 20, 2032, 145, 29, 1607, 1607, 1, 4836.883710, 27.289460, 0.838469, 0.993750, 0.875000, 2, 1.000000, 1, 40, true
9732, 48, 418, 20, 2035, 147, 30, 591, 591, 1, 2656.092891, 26.194190, 0.908301, 0.993750, 0.875000, 2, 1.000000, 1, 38, true
11476, 49, 462, 21, 2037, 108, 30, 1532, 1532, 1, 3446.537171, 27.263965, 0.886932, 0.994048, 0.875000, 2, 1.000000, 1, 39, true
12792, 52, 481, 23, 2042, 107, 30, 824, 824, 1, 1700.181098, 27.476598, 0.942959, 0.994565, 0.875000, 2, 1.000000, 1, 43, true
13796, 54, 495, 23, 2047, 112, 32, 1378, 1378, 1, 1034.938841, 28.002840, 0.962614, 0.994565, 0.875000, 2, 1.000000, 1, 42, true
15127, 58, 532, 24, 2085, 106, 34, 1594, 1594, 1, 1558.437858, 30.404814, 0.951333, 0.994792, 0.875000, 2, 1.000000, 1, 46, true
15976, 60, 538, 25, 2085, 102, 31, 596, 596, 1, 839.054336, 30.910225, 0.969435, 0.995000, 0.875000, 2, 1.000000, 1, 49, true
16781, 61, 543, 25, 2089, 97, 31, 1146, 1146, 1, 840.752503, 31.415698, 0.969756, 0.995000, 0.875000, 2, 1.000000, 1, 49, true
18240, 66, 570, 28, 2146, 129, 29, 1626, 1626, 1, 1266.803298, 34.256941, 0.961700, 0.995536, 0.875000, 2, 1.000000, 1, 54, true
19424, 69, 594, 29, 2152, 135, 30, 699, 699, 1, 1043.473523, 35.614366, 0.967498, 0.995690, 0.875000, 2, 1.000000, 1, 56, true
20885, 73, 610, 29, 2159, 138, 31, 1396, 1396, 1, 974.128082, 37.592261, 0.969877, 0.995690, 0.875000, 2, 1.000000, 1, 60, true
22214, 76, 652, 31, 2242, 180, 34, 1270, 1270, 1, 2738.640781, 40.376033, 0.937289, 0.995968, 0.875000, 2, 1.000000, 1, 59, true
24356, 80, 666, 33, 2260, 125, 36, 897, 897, 1, 815.815494, 40.975013, 0.975446, 0.996212, 0.875000, 2, 1.000000, 1, 61, true
25654, 85, 688, 36, 2277, 138, 38, 633, 633, 1, 1764.923076, 44.205090, 0.959712, 0.996732, 0.882353, 2, 1.000000, 1, 64, true
27022, 88, 696, 37, 2287, 133, 39, 1444, 555, 2, 942.142202, 45.078014, 0.975334, 0.996820, 0.882353, 2, 1.000000, 1, 62, true
28798, 92, 719, 39, 2324, 155, 39, 597, 597, 1, 1199.866780, 47.342891, 0.970648, 0.996983, 0.882353, 2, 1.000000, 1, 65, true
30372, 97, 728, 41, 2329, 153, 38, 952, 952, 1, 1575.093391, 50.177122, 0.965261, 0.997131, 0.882353, 2, 1.000000, 1, 69, true
32068, 106, 765, 44, 2399, 200, 42, 702, 702, 1, 1253.629710, 54.547110, 0.970660, 0.997326, 0.882353, 2, 1.000000, 1, 73, true
33697, 110, 780, 46, 2413, 177, 43, 1440, 1440, 1, 1616.336940, 56.793476, 0.967183, 0.996377, 0.833333, 2, 1.000000, 1, 76, true
