time, #execs, #seeds, #items, #covered, #singletons, #sglt_clusts, #coveredR, #singletonsR, #sglt_clustsR, ML_sglt, ML_sglt_clusts, remainW, lesti_mean, lesti_min, lesti_min_id, lesti_max, lesti_max_id, #foundnew, done
0, 1, 1, 1, 4, 4, 1, 4, 4, 1, 4.000000, 1.000000, 0.000000, 1.000000, 1.000000, 0, 1.000000, 0, 0, true
1, 2, 1, 1, 4, 0, 0, 4, 0, 0, 0.500000, 0.500000, 0.000000, 0.250000, 0.250000, 0, 0.250000, 0, 0, true
2, 8, 1, 1, 4, 0, 0, 4, 0, 0, 0.800000, 0.800000, 0.000000, 0.100000, 0.100000, 0, 0.100000, 0, 0, true
3, 25, 1, 1, 4, 0, 0, 4, 0, 0, 0.925926, 0.925926, 0.000000, 0.037037, 0.037037, 0, 0.037037, 0, 7, true
5, 37, 1, 1, 22, 18, 1, 22, 18, 1, 18.000000, 1.000000, 0.000000, 0.027027, 0.027027, 0, 0.027027, 0, 3, true
309, 38, 2, 1, 22, 0, 0, 21, 21, 1, 15.330368, 15.330368, 0.796696, 0.025000, 0.025000, 0, 0.025000, 0, 3, true
377, 119, 4, 2, 24, 0, 0, 21, 21, 1, 774.288351, 49.415254, 0.213198, 0.504237, 0.008475, 0, 1.000000, 2, 17, true
471, 167, 13, 2, 25, 1, 1, 21, 21, 1, 22.785284, 22.785284, 0.238160, 0.256135, 0.012270, 0, 0.500000, 2, 47, true
538, 168, 15, 3, 25, 1, 1, 21, 21, 1, 153.075359, 57.964997, 0.597978, 0.504090, 0.012270, 0, 1.000000, 4, 47, true
599, 169, 15, 3, 26, 2, 2, 22, 2, 2, 75.109079, 75.109079, 0.833996, 0.504090, 0.012270, 0, 1.000000, 4, 42, true
662, 170, 18, 3, 26, 2, 2, 21, 21, 1, 60.051388, 60.051388, 0.671671, 0.281868, 0.012270, 0, 0.500000, 2, 42, true
746, 171, 20, 3, 26, 2, 2, 4, 4, 1, 71.844082, 71.844082, 0.783530, 0.337423, 0.012270, 0, 0.500000, 2, 43, true
798, 172, 20, 4, 26, 2, 2, 4, 0, 0, 105.736166, 84.824740, 0.857954, 0.503067, 0.012270, 0, 1.000000, 9, 45, true
861, 173, 20, 5, 26, 2, 2, 4, 0, 0, 133.485991, 88.959316, 0.806749, 0.602454, 0.012270, 0, 1.000000, 9, 45, true
923, 174, 20, 5, 26, 2, 2, 22, 18, 1, 134.679686, 89.365497, 0.804461, 0.582454, 0.012270, 0, 1.000000, 9, 46, true
988, 175, 21, 6, 26, 2, 2, 21, 21, 1, 290.912228, 89.728102, 0.708968, 0.652045, 0.012270, 0, 1.000000, 9, 46, true
1040, 176, 21, 6, 26, 2, 2, 22, 19, 2, 317.907815, 94.619540, 0.731378, 0.613156, 0.012270, 0, 1.000000, 9, 46, true
1097, 177, 21, 6, 26, 2, 2, 22, 18, 1, 303.028101, 88.693726, 0.710164, 0.488156, 0.012270, 0, 1.000000, 6, 47, true
1162, 178, 21, 6, 26, 2, 2, 22, 18, 1, 285.082186, 81.580201, 0.685312, 0.363156, 0.012270, 0, 1.000000, 8, 47, true
1234, 179, 23, 7, 29, 5, 3, 20, 20, 1, 449.860890, 79.733054, 0.568150, 0.454134, 0.012270, 0, 1.000000, 8, 46, true
1361, 181, 24, 8, 29, 5, 3, 21, 21, 1, 487.353191, 85.477307, 0.610111, 0.519391, 0.012270, 0, 1.000000, 8, 47, true
1476, 183, 24, 8, 30, 5, 3, 23, 3, 3, 268.245590, 93.944432, 0.623774, 0.519391, 0.012270, 0, 1.000000, 8, 46, true
1558, 185, 24, 9, 30, 5, 3, 24, 3, 3, 309.571754, 99.807975, 0.561658, 0.572792, 0.012270, 0, 1.000000, 8, 47, true
1677, 230, 28, 11, 38, 11, 7, 24, 5, 2, 615.459508, 127.721156, 0.548962, 0.607310, 0.011765, 0, 1.000000, 15, 55, true
1798, 328, 32, 11, 50, 10, 6, 21, 21, 1, 203.323343, 124.835902, 0.494298, 0.312464, 0.005405, 0, 1.000000, 15, 59, true
1894, 330, 34, 12, 52, 7, 7, 24, 24, 1, 225.301221, 142.525619, 0.641416, 0.369759, 0.005405, 0, 1.000000, 15, 37, true
