time, #execs, #seeds, #items, #covered, #singletons, #sglt_clusts, #coveredR, #singletonsR, #sglt_clustsR, ML_sglt, ML_sglt_clusts, remainW, lesti_mean, lesti_min, lesti_min_id, lesti_max, lesti_max_id, #foundnew, done
1, 1, 156, 1, 448, 448, 1, 448, 448, 1, 4.499596, 0.504469, 0.991062, 1.000000, 1.000000, 0, 1.000000, 110, 1, true
5, 2, 157, 2, 565, 171, 2, 511, 511, 1, 12.411492, 1.011616, 0.988384, 1.000000, 1.000000, 0, 1.000000, 110, 2, true
6, 4, 158, 4, 634, 227, 4, 75, 75, 1, 20.435731, 2.035454, 0.982273, 1.000000, 1.000000, 0, 1.000000, 110, 3, true
7, 5, 159, 5, 642, 226, 5, 238, 238, 1, 33.492498, 2.552400, 0.979040, 1.000000, 1.000000, 0, 1.000000, 110, 4, true
314, 6, 203, 5, 642, 164, 4, 301, 301, 1, 23.156948, 3.028992, 0.987501, 0.850000, 0.250000, 31, 1.000000, 110, 6, true
363, 7, 207, 6, 643, 165, 5, 205, 205, 1, 28.800266, 3.538506, 0.986393, 0.875000, 0.250000, 31, 1.000000, 110, 7, true
402, 9, 212, 7, 892, 320, 7, 231, 231, 1, 52.598665, 4.560850, 0.983926, 0.892857, 0.250000, 31, 1.000000, 110, 9, true
451, 11, 214, 8, 899, 322, 9, 225, 225, 1, 69.564230, 5.587154, 0.981612, 0.906250, 0.250000, 31, 1.000000, 110, 8, true
507, 12, 216, 8, 905, 325, 10, 291, 291, 1, 75.505198, 6.094517, 0.981721, 0.906250, 0.250000, 31, 1.000000, 110, 8, true
550, 15, 218, 10, 945, 256, 10, 211, 211, 1, 123.092724, 7.631418, 0.976425, 0.850000, 0.250000, 31, 1.000000, 110, 11, true
585, 16, 219, 10, 946, 255, 11, 231, 231, 1, 130.989769, 8.140009, 0.976453, 0.850000, 0.250000, 31, 1.000000, 110, 11, true
633, 17, 224, 10, 951, 259, 12, 277, 277, 1, 136.622003, 8.646084, 0.976877, 0.850000, 0.250000, 31, 1.000000, 110, 11, true
673, 20, 225, 13, 966, 219, 13, 433, 208, 2, 208.106068, 10.231553, 0.970888, 0.884615, 0.250000, 31, 1.000000, 110, 13, true
728, 21, 255, 13, 966, 219, 13, 448, 448, 1, 171.341767, 10.676200, 0.974228, 0.826923, 0.250000, 110, 1.000000, 23, 14, true
