time, #execs, #seeds, #items, #covered, #singletons, #sglt_clusts, #coveredR, #singletonsR, #sglt_clustsR, ML_sglt, ML_sglt_clusts, remainW, lesti_mean, lesti_min, lesti_min_id, lesti_max, lesti_max_id, #foundnew, done
0, 1, 156, 1, 260, 260, 1, 260, 260, 1, 2.613294, 0.504072, 0.991856, 1.000000, 1.000000, 0, 1.000000, 95, 1, true
3, 2, 157, 2, 513, 293, 2, 473, 473, 1, 10.344791, 1.011351, 0.988649, 1.000000, 1.000000, 0, 1.000000, 95, 2, true
4, 3, 158, 3, 514, 294, 3, 75, 75, 1, 10.502792, 1.522465, 0.985023, 1.000000, 1.000000, 0, 1.000000, 95, 3, true
5, 4, 159, 4, 559, 92, 4, 512, 512, 1, 28.923335, 2.035779, 0.982111, 1.000000, 1.000000, 0, 1.000000, 95, 4, true
6, 5, 160, 5, 563, 85, 5, 283, 283, 1, 33.047506, 2.550658, 0.979737, 1.000000, 1.000000, 0, 1.000000, 95, 5, true
7, 6, 161, 6, 666, 178, 6, 487, 487, 1, 55.992096, 3.071451, 0.976183, 1.000000, 1.000000, 0, 1.000000, 95, 6, true
8, 7, 162, 7, 705, 132, 7, 515, 515, 1, 75.719278, 3.592378, 0.973606, 1.000000, 1.000000, 0, 1.000000, 95, 6, true
9, 8, 162, 8, 730, 145, 7, 576, 349, 2, 86.493209, 4.121392, 0.969652, 1.000000, 1.000000, 0, 1.000000, 95, 7, true
10, 9, 162, 9, 751, 144, 8, 604, 152, 3, 124.236601, 4.655351, 0.965478, 1.000000, 1.000000, 0, 1.000000, 95, 8, true
11, 10, 163, 10, 756, 145, 9, 398, 398, 1, 140.516774, 5.182538, 0.963492, 1.000000, 1.000000, 0, 1.000000, 95, 9, true
12, 11, 164, 11, 758, 110, 9, 506, 506, 1, 176.729580, 5.715331, 0.960849, 1.000000, 1.000000, 0, 1.000000, 95, 9, true
266, 12, 203, 11, 761, 103, 10, 231, 231, 1, 120.794422, 6.164214, 0.972631, 1.000000, 1.000000, 0, 1.000000, 95, 9, true
287, 13, 204, 12, 763, 104, 11, 231, 231, 1, 119.988962, 6.668293, 0.974109, 1.000000, 1.000000, 0, 1.000000, 95, 9, true
307, 14, 207, 12, 763, 103, 10, 75, 75, 1, 123.606260, 7.178858, 0.974449, 1.000000, 1.000000, 0, 1.000000, 95, 11, true
331, 16, 210, 13, 781, 90, 11, 258, 258, 1, 158.073907, 8.222364, 0.972204, 1.000000, 1.000000, 0, 1.000000, 95, 11, true
353, 18, 213, 14, 807, 106, 13, 258, 258, 1, 194.636472, 9.267566, 0.970270, 1.000000, 1.000000, 0, 1.000000, 95, 13, true
374, 20, 214, 15, 813, 106, 14, 199, 199, 1, 225.772121, 10.320946, 0.967905, 1.000000, 1.000000, 0, 1.000000, 95, 12, true
403, 22, 217, 16, 813, 104, 13, 199, 199, 1, 250.952406, 11.371090, 0.965655, 0.989583, 0.833333, 157, 1.000000, 95, 13, true
425, 23, 217, 17, 815, 95, 14, 279, 93, 2, 276.699295, 11.914904, 0.963311, 0.990196, 0.833333, 157, 1.000000, 95, 12, true
470, 25, 220, 17, 822, 102, 15, 224, 224, 1, 293.612640, 12.902490, 0.963655, 0.947479, 0.250000, 126, 1.000000, 95, 14, true
497, 26, 222, 18, 822, 102, 15, 75, 75, 1, 306.195593, 13.443825, 0.961742, 0.950397, 0.250000, 126, 1.000000, 95, 16, true
539, 29, 226, 20, 863, 124, 16, 224, 224, 1, 391.371530, 15.062348, 0.957187, 0.956250, 0.250000, 126, 1.000000, 95, 14, true
581, 31, 226, 21, 863, 124, 16, 476, 268, 3, 425.980382, 16.138686, 0.954804, 0.958995, 0.250000, 126, 1.000000, 95, 18, true
633, 33, 229, 21, 867, 128, 18, 412, 412, 1, 448.665292, 17.175757, 0.955158, 0.959957, 0.250000, 126, 1.000000, 95, 16, true
683, 35, 234, 22, 868, 129, 19, 258, 258, 1, 490.770454, 18.247533, 0.953491, 0.962121, 0.250000, 126, 1.000000, 95, 17, true
729, 36, 240, 22, 870, 131, 20, 258, 258, 1, 474.601957, 18.747002, 0.954823, 0.962121, 0.250000, 126, 1.000000, 95, 15, true
776, 39, 242, 25, 872, 126, 21, 255, 54, 2, 563.719536, 20.414745, 0.949430, 0.966667, 0.250000, 126, 1.000000, 95, 15, true
821, 41, 242, 25, 872, 124, 20, 258, 29, 4, 574.139064, 21.457754, 0.949095, 0.960769, 0.250000, 126, 1.000000, 95, 17, true
866, 43, 245, 26, 873, 125, 21, 286, 91, 2, 602.165266, 22.540768, 0.947466, 0.962278, 0.250000, 126, 1.000000, 95, 17, true
911, 45, 245, 26, 873, 125, 21, 290, 49, 2, 634.044050, 23.593434, 0.947129, 0.960897, 0.250000, 126, 1.000000, 95, 20, true
958, 50, 247, 30, 881, 126, 23, 492, 492, 1, 826.218095, 26.420223, 0.938717, 0.964583, 0.250000, 126, 1.000000, 95, 20, true
1012, 53, 250, 31, 882, 123, 22, 201, 201, 1, 895.528799, 28.090569, 0.935365, 0.965726, 0.250000, 126, 1.000000, 95, 22, true
1086, 60, 253, 35, 909, 128, 23, 225, 225, 1, 1117.872662, 31.925431, 0.927672, 0.947059, 0.250000, 126, 1.000000, 95, 23, true
1156, 64, 257, 36, 1007, 173, 23, 259, 42, 3, 1290.948670, 34.134985, 0.924930, 0.946637, 0.250000, 126, 1.000000, 95, 25, true
1214, 68, 258, 39, 1036, 200, 24, 75, 75, 1, 1439.349005, 36.468103, 0.918899, 0.950000, 0.250000, 126, 1.000000, 95, 25, true
1287, 71, 279, 40, 1037, 201, 25, 75, 75, 1, 1333.061264, 37.806604, 0.924106, 0.932500, 0.250000, 126, 1.000000, 95, 28, true
1361, 74, 286, 41, 1038, 202, 26, 229, 229, 1, 1370.102418, 39.423281, 0.923856, 0.934146, 0.250000, 126, 1.000000, 95, 29, true
1436, 77, 289, 43, 1040, 203, 28, 231, 231, 1, 1474.360552, 41.125228, 0.921279, 0.937209, 0.250000, 126, 1.000000, 95, 28, true
1536, 81, 295, 45, 1040, 170, 25, 560, 297, 3, 1513.975435, 43.229937, 0.919210, 0.923333, 0.250000, 126, 1.000000, 95, 33, true
1621, 84, 300, 47, 1044, 173, 26, 291, 291, 1, 1581.644325, 44.950007, 0.916505, 0.926596, 0.250000, 126, 1.000000, 95, 33, true
1707, 87, 309, 50, 1046, 171, 27, 268, 268, 1, 1667.119370, 46.684262, 0.913863, 0.931000, 0.250000, 126, 1.000000, 95, 34, true
1811, 91, 310, 51, 1048, 173, 29, 224, 224, 1, 1765.125969, 48.940716, 0.911264, 0.931839, 0.250000, 126, 1.000000, 95, 34, true
1903, 94, 316, 52, 1048, 173, 29, 75, 75, 1, 1801.555135, 50.502093, 0.910626, 0.920330, 0.250000, 126, 1.000000, 95, 35, true
2008, 99, 322, 54, 1054, 178, 32, 265, 265, 1, 1881.143374, 53.281271, 0.909010, 0.923681, 0.250000, 126, 1.000000, 95, 34, true
2118, 102, 346, 56, 1066, 187, 31, 285, 285, 1, 1820.514791, 54.669945, 0.914777, 0.926407, 0.250000, 126, 1.000000, 95, 34, true
2255, 106, 368, 59, 1068, 185, 31, 293, 219, 2, 1841.226382, 56.737805, 0.917163, 0.930484, 0.250000, 126, 1.000000, 95, 34, true
2374, 111, 373, 61, 1078, 195, 33, 398, 398, 1, 1999.086442, 59.571199, 0.914387, 0.932763, 0.250000, 126, 1.000000, 95, 37, true
2493, 114, 377, 62, 1079, 196, 34, 292, 292, 1, 2017.116929, 61.252643, 0.913202, 0.933848, 0.250000, 126, 1.000000, 95, 38, true
2626, 118, 386, 63, 1086, 201, 34, 298, 298, 1, 2071.189784, 63.372361, 0.914013, 0.935185, 0.250000, 126, 1.000000, 95, 41, true
2765, 122, 394, 65, 1088, 191, 34, 284, 210, 2, 2153.647442, 65.577523, 0.913369, 0.937179, 0.250000, 126, 1.000000, 95, 41, true
2919, 127, 405, 66, 1092, 194, 36, 238, 238, 1, 2186.120570, 68.203929, 0.913904, 0.934343, 0.250000, 126, 1.000000, 95, 42, true
3086, 133, 415, 68, 1093, 195, 37, 245, 46, 3, 2333.768051, 71.431282, 0.912786, 0.929447, 0.250000, 126, 1.000000, 95, 43, true
3242, 140, 420, 71, 1095, 195, 38, 455, 173, 4, 2565.573703, 75.462817, 0.908873, 0.932160, 0.250000, 126, 1.000000, 95, 42, true
3411, 146, 430, 73, 1097, 193, 39, 75, 75, 1, 2597.040011, 78.779123, 0.907886, 0.933638, 0.222222, 286, 1.000000, 95, 46, true
3615, 156, 435, 75, 1103, 198, 41, 290, 290, 1, 2726.503401, 84.244467, 0.904862, 0.923111, 0.250000, 126, 1.000000, 95, 53, true
