time, #execs, #covered, #singletons, #sglt_clusts, #foundnew, done, update?
0, 1, 324, 324, 1, 1, true, true
4, 2, 547, 261, 2, 2, true, true
4, 3, 563, 256, 3, 3, true, true
4, 4, 653, 338, 4, 4, true, true
5, 5, 656, 259, 5, 5, true, true
5, 6, 696, 155, 6, 5, true, true
6, 7, 730, 119, 7, 5, true, true
6, 8, 736, 117, 8, 5, true, true
7, 9, 823, 176, 9, 6, true, true
7, 10, 825, 172, 10, 6, true, true
8, 11, 825, 170, 9, 8, true, true
8, 12, 835, 178, 10, 9, true, true
9, 13, 865, 197, 11, 9, true, true
9, 14, 865, 196, 11, 11, true, true
10, 15, 877, 195, 12, 12, true, true
11, 16, 877, 172, 11, 13, true, true
12, 17, 979, 180, 11, 14, true, true
12, 18, 981, 182, 12, 15, true, true
13, 19, 981, 176, 12, 16, true, true
14, 20, 981, 174, 11, 17, true, true
14, 21, 982, 174, 12, 17, true, true
15, 22, 987, 179, 13, 17, true, true
15, 23, 987, 176, 13, 18, true, true
16, 24, 1000, 178, 13, 19, true, true
17, 25, 1001, 173, 13, 20, true, true
17, 26, 1002, 174, 14, 21, true, true
18, 27, 1004, 175, 15, 19, true, true
18, 28, 1011, 164, 15, 20, true, true
19, 29, 1013, 166, 16, 21, true, true
19, 30, 1014, 167, 17, 20, true, true
20, 32, 1014, 166, 16, 22, true, true
24, 33, 1017, 159, 16, 21, true, true
25, 34, 1019, 161, 17, 21, true, true
26, 36, 1021, 160, 18, 18, true, true
29, 39, 1022, 150, 18, 19, true, true
30, 40, 1022, 144, 18, 21, true, true
31, 41, 1022, 143, 18, 21, true, true
34, 42, 1022, 142, 18, 23, true, true
34, 43, 1026, 146, 19, 22, true, true
36, 44, 1027, 147, 20, 22, true, true
38, 45, 1028, 146, 21, 21, true, true
39, 47, 1030, 142, 22, 22, true, true
41, 48, 1036, 148, 23, 22, true, true
41, 49, 1043, 155, 24, 21, true, true
42, 50, 1044, 154, 25, 22, true, true
45, 52, 1045, 155, 26, 21, true, true
46, 53, 1047, 156, 27, 18, true, true
48, 55, 1048, 155, 27, 18, true, true
49, 56, 1050, 152, 28, 18, true, true
50, 57, 1052, 154, 29, 17, true, true
51, 58, 1055, 155, 29, 15, true, true
53, 60, 1055, 153, 28, 16, true, true
54, 61, 1055, 152, 27, 16, true, true
55, 62, 1056, 153, 28, 15, true, true
59, 66, 1056, 152, 28, 19, true, true
60, 67, 1060, 155, 29, 16, true, true
61, 68, 1061, 153, 30, 15, true, true
66, 73, 1062, 154, 31, 17, true, true
68, 75, 1062, 153, 30, 17, true, true
71, 78, 1065, 154, 30, 18, true, true
72, 79, 1073, 162, 31, 16, true, true
73, 80, 1073, 161, 31, 16, true, true
76, 83, 1073, 150, 29, 18, true, true
80, 88, 1079, 156, 30, 19, true, true
84, 90, 1079, 150, 29, 19, true, true
89, 94, 1082, 148, 27, 19, true, true
91, 95, 1082, 146, 26, 20, true, true
92, 96, 1083, 147, 27, 20, true, true
94, 97, 1083, 141, 27, 20, true, true
95, 99, 1086, 144, 28, 20, true, true
96, 100, 1093, 148, 29, 19, true, true
100, 108, 1096, 150, 30, 19, true, true
105, 118, 1096, 148, 29, 21, true, true
106, 119, 1097, 149, 30, 20, true, true
111, 124, 1099, 151, 31, 24, true, true
111, 125, 1100, 152, 32, 21, true, true
115, 131, 1101, 153, 33, 23, true, true
115, 132, 1102, 154, 34, 23, true, true
116, 133, 1102, 153, 33, 24, true, true
126, 140, 1102, 149, 33, 29, true, true
130, 144, 1103, 147, 33, 24, true, true
134, 152, 1104, 144, 34, 25, true, true
135, 153, 1119, 155, 34, 23, true, true
142, 161, 1119, 152, 32, 26, true, true
144, 166, 1121, 154, 33, 26, true, true
147, 170, 1121, 69, 32, 26, true, true
149, 175, 1125, 73, 33, 25, true, true
150, 176, 1126, 74, 34, 24, true, true
156, 185, 1126, 73, 34, 26, true, true
158, 186, 1126, 70, 33, 27, true, true
158, 188, 1126, 69, 32, 27, true, true
159, 189, 1127, 69, 32, 26, true, true
162, 192, 1128, 70, 33, 25, true, true
167, 198, 1129, 71, 34, 23, true, true
181, 213, 1129, 67, 33, 26, true, true
184, 215, 1130, 68, 34, 25, true, true
185, 216, 1130, 67, 34, 26, true, true
191, 226, 1130, 66, 33, 32, true, true
192, 227, 1130, 61, 32, 32, true, true
195, 232, 1131, 62, 33, 33, true, true
198, 234, 1131, 61, 32, 34, true, true
200, 236, 1131, 60, 31, 34, true, true
204, 241, 1131, 59, 30, 35, true, true
210, 244, 1131, 58, 29, 36, true, true
212, 247, 1135, 61, 30, 37, true, true
216, 251, 1136, 59, 31, 35, true, true
225, 254, 1136, 53, 31, 36, true, true
231, 261, 1139, 56, 32, 33, true, true
233, 263, 1140, 57, 33, 32, true, true
236, 266, 1141, 58, 34, 31, true, true
237, 267, 1141, 55, 33, 31, true, true
239, 270, 1143, 57, 34, 30, true, true
240, 271, 1146, 60, 35, 29, true, true
242, 272, 1146, 59, 34, 29, true, true
249, 277, 1148, 61, 35, 30, true, true
255, 283, 1148, 60, 34, 30, true, true
261, 290, 1148, 59, 33, 31, true, true
278, 304, 1148, 58, 32, 34, true, true
279, 305, 1148, 57, 31, 35, true, true
281, 306, 1148, 51, 30, 35, true, true
322, 311, 1148, 50, 29, 35, true, true
324, 312, 1154, 56, 30, 34, true, true
344, 322, 1155, 57, 31, 33, true, true
